1;10000;17504;10751678;
1;20000;21505;47873999;
1;30000;25505;111413970;
1;40000;25505;
1;50000;29505;
1;60000;33505;
1;70000;29505;
1;80000;33505;
1;90000;33505;
1;100000;37506;
1;110000;37506;
1;120000;37506;
1;130000;37506;
1;140000;37506;
1;150000;37506;
1;160000;41506;
1;170000;41506;
1;180000;41506;
1;190000;45506;
1;200000;45506;
1;210000;41506;
1;220000;41506;
1;230000;41506;
1;240000;45506;
1;250000;45506;
1;260000;41506;
1;270000;45506;
1;280000;45506;
1;290000;45506;
1;300000;45506;
1;310000;49506;
1;320000;45506;
1;330000;45506;
1;340000;49506;
1;350000;45506;
1;360000;49506;
1;370000;45506;
1;380000;49506;
1;390000;49506;
1;400000;45506;
1;410000;49506;
1;420000;49506;
1;430000;49506;
1;440000;49506;
1;450000;49506;
1;460000;49506;
1;470000;49506;
1;480000;49506;
1;490000;53507;
1;500000;49506;
1;510000;49506;
1;520000;49506;
1;530000;53507;
1;540000;53507;
1;550000;53507;
1;560000;49506;
1;570000;49506;
1;580000;53507;
1;590000;57507;
1;600000;53507;
1;610000;53507;
1;620000;53507;
1;630000;53507;
1;640000;53507;
1;650000;53507;
1;660000;53507;
1;670000;53507;
1;680000;53507;
1;690000;53507;
1;700000;53507;
1;710000;57507;
1;720000;53507;
1;730000;53507;
1;740000;53507;
1;750000;57507;
1;760000;53507;
1;770000;57507;
1;780000;53507;
1;790000;57507;
1;800000;57507;
1;810000;57507;
1;820000;53507;
1;830000;57507;
1;840000;57507;
1;850000;57507;
1;860000;57507;
1;870000;57507;
1;880000;57507;
1;890000;53507;
1;900000;57507;
1;910000;57507;
1;920000;57507;
1;930000;57507;
1;940000;57507;
1;950000;57507;
1;960000;57507;
1;970000;57507;
1;980000;57507;
1;990000;57507;
1;1000000;61507;
1;1010000;61507;
1;1020000;57507;
1;1030000;57507;
1;1040000;61507;
1;1050000;61507;
1;1060000;57507;
1;1070000;61507;
1;1080000;57507;
1;1090000;61507;
1;1100000;61507;
1;1110000;61507;
1;1120000;57507;
1;1130000;61507;
1;1140000;61507;
1;1150000;61507;
1;1160000;61507;
1;1170000;61507;
1;1180000;57507;
1;1190000;65507;
1;1200000;61507;
1;1210000;61507;
1;1220000;61507;
1;1230000;61507;
1;1240000;61507;
1;1250000;57507;
