10000;133512;
20000;145512;
30000;141512;
40000;121511;
50000;113510;
60000;101510;
70000;121511;
80000;105510;
90000;93509;
100000;97509;
110000;101510;
120000;85509;
130000;97509;
140000;81508;
150000;77508;
160000;85509;
170000;93509;
180000;81508;
190000;89509;
200000;89509;
210000;77508;
220000;81508;
230000;93509;
240000;81508;
250000;93509;
260000;77508;
270000;81508;
280000;81508;
290000;89509;
300000;85509;
310000;77508;
320000;77508;
330000;77508;
340000;81508;
350000;81508;
360000;81508;
370000;77508;
380000;77508;
390000;89509;
400000;81508;
410000;85509;
420000;85509;
430000;85509;
440000;85509;
450000;81508;
460000;77508;
470000;81508;
480000;81508;
490000;77508;
500000;77508;
510000;81508;
520000;93509;
530000;93509;
540000;89509;
550000;77508;
560000;77508;
570000;81508;
580000;81508;
590000;77508;
600000;77508;
610000;77508;
620000;81508;
630000;81508;
640000;77508;
650000;77508;
660000;81508;
670000;77508;
680000;85509;
690000;77508;
700000;81508;
710000;81508;
720000;77508;
730000;81508;
740000;81508;
750000;81508;
760000;81508;
770000;77508;
780000;81508;
790000;77508;
800000;85509;
810000;81508;
820000;81508;
830000;77508;
840000;77508;
850000;81508;
860000;77508;
870000;85509;
880000;81508;
890000;81508;
900000;85509;
910000;85509;
920000;77508;
930000;81508;
940000;85509;
950000;77508;
960000;81508;
970000;81508;
980000;81508;
990000;77508;
1000000;81508;
1010000;89509;
1020000;81508;
1030000;77508;
1040000;81508;
1050000;81508;
1060000;77508;
1070000;81508;
1080000;77508;
1090000;77508;
1100000;81508;
1110000;81508;
1120000;77508;
1130000;81508;
1140000;77508;
1150000;81508;
1160000;77508;
1170000;81508;
1180000;77508;
1190000;81508;
1200000;77508;
1210000;89509;
1220000;77508;
1230000;77508;
1240000;81508;
1250000;73508;
1260000;81508;
1270000;77508;
1280000;81508;
1290000;77508;
1300000;81508;
1310000;77508;
1320000;81508;
1330000;77508;
1340000;81508;
1350000;77508;
1360000;77508;
1370000;81508;
1380000;81508;
1390000;81508;
1400000;77508;
1410000;77508;
1420000;77508;
1430000;77508;
1440000;81508;
1450000;69508;
1460000;77508;
1470000;81508;
1480000;81508;
1490000;81508;
1500000;77508;
1510000;77508;
1520000;77508;
1530000;77508;
1540000;77508;
1550000;77508;
1560000;77508;
1570000;77508;
1580000;77508;
1590000;85509;
1600000;77508;
1610000;77508;
1620000;77508;
1630000;77508;
1640000;77508;
1650000;77508;
1660000;81508;
1670000;73508;
1680000;89509;
1690000;73508;
1700000;73508;
1710000;77508;
1720000;73508;
1730000;69508;
1740000;73508;
1750000;77508;
1760000;73508;
1770000;77508;
1780000;77508;
1790000;77508;
1800000;77508;
1810000;77508;
1820000;77508;
1830000;77508;
1840000;77508;
1850000;77508;
1860000;77508;
1870000;73508;
1880000;77508;
1890000;77508;
1900000;77508;
1910000;77508;
1920000;77508;
1930000;77508;
1940000;77508;
1950000;73508;
1960000;73508;
1970000;77508;
1980000;77508;
1990000;77508;
2000000;77508;
2010000;73508;
2020000;73508;
2030000;77508;
2040000;77508;
2050000;73508;
2060000;77508;
2070000;77508;
2080000;77508;
2090000;77508;
2100000;77508;
2110000;77508;
2120000;77508;
2130000;73508;
2140000;77508;
2150000;77508;
2160000;77508;
2170000;73508;
2180000;77508;
2190000;73508;
2200000;73508;
2210000;73508;
2220000;77508;
2230000;77508;
2240000;73508;
2250000;73508;
2260000;77508;
2270000;73508;
2280000;73508;
2290000;77508;
2300000;77508;
2310000;73508;
2320000;77508;
2330000;77508;
2340000;73508;
2350000;77508;
2360000;73508;
2370000;73508;
2380000;77508;
2390000;73508;
2400000;77508;
2410000;73508;
2420000;77508;
2430000;77508;
2440000;73508;
2450000;77508;
2460000;73508;
2470000;77508;
2480000;73508;
2490000;73508;
2500000;73508;
2510000;77508;
2520000;73508;
2530000;77508;
2540000;73508;
2550000;77508;
2560000;73508;
2570000;77508;
2580000;73508;
2590000;73508;
2600000;77508;
2610000;73508;
2620000;73508;
2630000;73508;
2640000;73508;
2650000;73508;
2660000;73508;
2670000;73508;
2680000;69508;
2690000;73508;
2700000;73508;
2710000;73508;
2720000;77508;
2730000;73508;
2740000;73508;
2750000;73508;
2760000;73508;
2770000;77508;
2780000;73508;
2790000;69508;
2800000;73508;
2810000;69508;
2820000;73508;
2830000;69508;
2840000;73508;
2850000;69508;
2860000;73508;
2870000;69508;
2880000;73508;
2890000;69508;
2900000;69508;
2910000;73508;
2920000;69508;
2930000;69508;
2940000;73508;
2950000;69508;
2960000;69508;
2970000;69508;
2980000;69508;
2990000;73508;
3000000;73508;
3010000;69508;
3020000;69508;
3030000;73508;
3040000;73508;
3050000;69508;
3060000;73508;
3070000;73508;
3080000;69508;
3090000;73508;
3100000;73508;
3110000;69508;
3120000;73508;
3130000;73508;
3140000;69508;
3150000;73508;
3160000;69508;
3170000;69508;
3180000;73508;
3190000;69508;
3200000;69508;
3210000;73508;
3220000;69508;
3230000;73508;
3240000;65507;
3250000;69508;
3260000;73508;
3270000;69508;
3280000;69508;
3290000;73508;
3300000;69508;
3310000;69508;
3320000;69508;
3330000;69508;
3340000;69508;
3350000;69508;
3360000;69508;
3370000;69508;
3380000;69508;
3390000;69508;
3400000;69508;
3410000;69508;
3420000;69508;
3430000;69508;
3440000;69508;
3450000;69508;
3460000;69508;
3470000;65507;
3480000;69508;
3490000;69508;
3500000;69508;
3510000;65507;
3520000;69508;
3530000;69508;
3540000;65507;
3550000;69508;
3560000;65507;
3570000;65507;
3580000;69508;
3590000;65507;
3600000;65507;
3610000;69508;
3620000;65507;
3630000;69508;
3640000;65507;
3650000;65507;
3660000;69508;
3670000;65507;
3680000;65507;
3690000;65507;
3700000;65507;
3710000;65507;
3720000;65507;
3730000;65507;
3740000;65507;
3750000;65507;
3760000;65507;
3770000;65507;
3780000;65507;
3790000;65507;
3800000;65507;
3810000;69508;
3820000;69508;
3830000;73508;
3840000;61507;
3850000;65507;
3860000;65507;
3870000;65507;
3880000;57507;
3890000;69508;
3900000;65507;
3910000;65507;
3920000;57507;
3930000;65507;
3940000;61507;
3950000;65507;
3960000;61507;
3970000;65507;
3980000;61507;
3990000;65507;
4000000;61507;
4010000;61507;
4020000;61507;
4030000;61507;
4040000;65507;
4050000;61507;
4060000;61507;
4070000;61507;
4080000;61507;
4090000;61507;
4100000;65507;
4110000;61507;
4120000;61507;
4130000;57507;
4140000;61507;
4150000;61507;
4160000;57507;
4170000;61507;
4180000;57507;
4190000;61507;
4200000;57507;
4210000;57507;
4220000;61507;
4230000;57507;
4240000;57507;
4250000;57507;
4260000;61507;
4270000;57507;
4280000;61507;
4290000;65507;
4300000;57507;
4310000;57507;
4320000;53507;
4330000;57507;
4340000;57507;
4350000;57507;
4360000;53507;
4370000;57507;
4380000;57507;
4390000;57507;
4400000;49506;
4410000;57507;
4420000;53507;
4430000;53507;
4440000;49506;
4450000;53507;
4460000;49506;
4470000;53507;
4480000;53507;
4490000;53507;
4500000;53507;
4510000;53507;
4520000;49506;
4530000;53507;
4540000;49506;
4550000;49506;
4560000;53507;
4570000;53507;
4580000;49506;
4590000;49506;
4600000;49506;
4610000;49506;
4620000;45506;
4630000;49506;
4640000;49506;
4650000;45506;
4660000;49506;
4670000;45506;
4680000;45506;
4690000;45506;
4700000;45506;
4710000;45506;
4720000;45506;
4730000;45506;
4740000;45506;
4750000;49506;
4760000;49506;
4770000;41506;
4780000;45506;
4790000;41506;
4800000;41506;
4810000;41506;
4820000;41506;
4830000;37506;
4840000;41506;
4850000;37506;
4860000;41506;
4870000;37506;
4880000;37506;
4890000;33505;
4900000;33505;
4910000;33505;
4920000;33505;
4930000;33505;
4940000;29505;
4950000;29505;
4960000;29505;
4970000;25505;
4980000;17504;
4990000;13504;
10000;133512;
20000;129511;
30000;145512;
40000;117511;
50000;113510;
60000;133512;
70000;105510;
80000;125511;
90000;125511;
100000;113510;
110000;117511;
120000;109510;
130000;93509;
140000;105510;
150000;105510;
160000;77508;
170000;113510;
180000;97509;
190000;105510;
200000;109510;
210000;85509;
220000;89509;
230000;77508;
240000;77508;
250000;85509;
260000;89509;
270000;81508;
280000;81508;
290000;89509;
300000;81508;
310000;77508;
320000;77508;
330000;81508;
340000;81508;
350000;77508;
360000;77508;
370000;85509;
380000;77508;
390000;77508;
400000;77508;
410000;77508;
420000;81508;
430000;77508;
440000;77508;
450000;81508;
460000;77508;
470000;77508;
480000;77508;
490000;81508;
